id;scientific name;scientific name authorship;genus;family;order and higher taxonomic rank;decimal Longitude;decimal Latitude;depth;year;campaign;reference;vessel;basisOfRecord;
34;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;69.341667;-49.586667;19;1975;MD04 (BENTHOS);De Ridder et al. 1992;Marion Dufresne;preservedSpecimen;
35;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;69.341667;-49.600000;67;1975;MD04 (BENTHOS);De Ridder et al. 1992;Marion Dufresne;preservedSpecimen;
36;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;69.345000;-49.601667;70;1975;MD04 (BENTHOS);De Ridder et al. 1992;Marion Dufresne;preservedSpecimen;
37;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;69.355000;-49.066667;37;1975;MD04 (BENTHOS);De Ridder et al. 1992;Marion Dufresne;preservedSpecimen;
38;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;69.355000;-49.066667;43;1975;MD04 (BENTHOS);De Ridder et al. 1992;Marion Dufresne;preservedSpecimen;
40;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;69.560000;-48.895000;305;1975;MD04 (BENTHOS);De Ridder et al. 1992;Marion Dufresne;preservedSpecimen;
45;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;69.638333;-49.520000;21;1975;MD04 (BENTHOS);De Ridder et al. 1992;Marion Dufresne;preservedSpecimen;
46;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;69.638333;-49.520000;22;1975;MD04 (BENTHOS);De Ridder et al. 1992;Marion Dufresne;preservedSpecimen;
47;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;69.656667;-49.536667;110;1975;MD04 (BENTHOS);De Ridder et al. 1992;Marion Dufresne;preservedSpecimen;
48;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;69.680000;-49.553333;49;1975;MD04 (BENTHOS);De Ridder et al. 1992;Marion Dufresne;preservedSpecimen;
49;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;69.680000;-49.553333;58;1975;MD04 (BENTHOS);De Ridder et al. 1992;Marion Dufresne;preservedSpecimen;
55;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;69.718333;-49.663333;36;1975;MD04 (BENTHOS);De Ridder et al. 1992;Marion Dufresne;preservedSpecimen;
56;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;69.721667;-49.688333;72;1975;MD04 (BENTHOS);De Ridder et al. 1992;Marion Dufresne;preservedSpecimen;
67;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;69.926667;-49.181667;74;1975;MD04 (BENTHOS);De Ridder et al. 1992;Marion Dufresne;preservedSpecimen;
71;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;69.966667;-49.048333;95;1975;MD04 (BENTHOS);De Ridder et al. 1992;Marion Dufresne;preservedSpecimen;
75;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;70.135000;-49.696667;16;1975;MD04 (BENTHOS);De Ridder et al. 1992;Marion Dufresne;preservedSpecimen;
80;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;70.150000;-48.350000;128;1975;MD04 (BENTHOS);De Ridder et al. 1992;Marion Dufresne;preservedSpecimen;
92;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;70.330000;-49.850000;145;1975;MD04 (BENTHOS);De Ridder et al. 1992;Marion Dufresne;preservedSpecimen;
97;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;70.566667;-49.166667;18;1975;MD04 (BENTHOS);De Ridder et al. 1992;Marion Dufresne;preservedSpecimen;
98;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;70.566667;-49.166667;22;1975;MD04 (BENTHOS);De Ridder et al. 1992;Marion Dufresne;preservedSpecimen;
99;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;70.675000;-49.060000;74;1975;MD04 (BENTHOS);De Ridder et al. 1992;Marion Dufresne;preservedSpecimen;
100;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;70.908333;-49.510000;140;1975;MD04 (BENTHOS);De Ridder et al. 1992;Marion Dufresne;preservedSpecimen;
110;Brisaster_antarcticus;(Doderlein 1906);Brisaster Gray 1855;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;68.413333;-50.108333;207;1975;MD04 (BENTHOS);De Ridder et al. 1992;Marion Dufresne;preservedSpecimen;
111;Brisaster_antarcticus;(Doderlein 1906);Brisaster Gray 1855;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;68.941667;-47.703333;204;1975;MD04 (BENTHOS);De Ridder et al. 1992;Marion Dufresne;preservedSpecimen;
112;Brisaster_antarcticus;(Doderlein 1906);Brisaster Gray 1855;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;68.975000;-47.691667;200;1975;MD04 (BENTHOS);De Ridder et al. 1992;Marion Dufresne;preservedSpecimen;
113;Brisaster_antarcticus;(Doderlein 1906);Brisaster Gray 1855;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;69.151667;-48.883333;125;1975;MD04 (BENTHOS);De Ridder et al. 1992;Marion Dufresne;preservedSpecimen;
117;Brisaster_antarcticus;(Doderlein 1906);Brisaster Gray 1855;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;70.078333;-48.635000;105;1975;MD04 (BENTHOS);De Ridder et al. 1992;Marion Dufresne;preservedSpecimen;
118;Brisaster_antarcticus;(Doderlein 1906);Brisaster Gray 1855;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;70.100000;-48.633333;105;1975;MD04 (BENTHOS);De Ridder et al. 1992;Marion Dufresne;preservedSpecimen;
119;Brisaster_antarcticus;(Doderlein 1906);Brisaster Gray 1855;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;70.150000;-48.321667;128;1975;MD04 (BENTHOS);De Ridder et al. 1992;Marion Dufresne;preservedSpecimen;
121;Brisaster_antarcticus;(Doderlein 1906);Brisaster Gray 1855;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;70.261667;-47.746667;163;1975;MD04 (BENTHOS);De Ridder et al. 1992;Marion Dufresne;preservedSpecimen;
122;Brisaster_antarcticus;(Doderlein 1906);Brisaster Gray 1855;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;70.261667;-47.746667;164;1975;MD04 (BENTHOS);De Ridder et al. 1992;Marion Dufresne;preservedSpecimen;
123;Brisaster_antarcticus;(Doderlein 1906);Brisaster Gray 1855;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;70.263333;-47.748333;164;1975;MD04 (BENTHOS);De Ridder et al. 1992;Marion Dufresne;preservedSpecimen;
126;Brisaster_antarcticus;(Doderlein 1906);Brisaster Gray 1855;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;70.396667;-47.441667;170;1975;MD04 (BENTHOS);De Ridder et al. 1992;Marion Dufresne;preservedSpecimen;
127;Brisaster_antarcticus;(Doderlein 1906);Brisaster Gray 1855;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;70.458333;-47.161667;188;1975;MD04 (BENTHOS);De Ridder et al. 1992;Marion Dufresne;preservedSpecimen;
128;Brisaster_antarcticus;(Doderlein 1906);Brisaster Gray 1855;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;70.485000;-49.966667;234;1975;MD04 (BENTHOS);De Ridder et al. 1992;Marion Dufresne;preservedSpecimen;
129;Brisaster_antarcticus;(Doderlein 1906);Brisaster Gray 1855;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;70.503333;-46.795000;1218;1975;MD04 (BENTHOS);De Ridder et al. 1992;Marion Dufresne;preservedSpecimen;
135;Brisaster_antarcticus;(Doderlein 1906);Brisaster Gray 1855;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;71.108333;-48.731667;843;1975;MD04 (BENTHOS);De Ridder et al. 1992;Marion Dufresne;preservedSpecimen;
136;Brisaster_antarcticus;(Doderlein 1906);Brisaster Gray 1855;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;71.206667;-48.721667;930;1975;MD04 (BENTHOS);De Ridder et al. 1992;Marion Dufresne;preservedSpecimen;
140;Brisaster_antarcticus;(Doderlein 1906);Brisaster Gray 1855;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;71.308333;-48.538333;1390;1975;MD04 (BENTHOS);De Ridder et al. 1992;Marion Dufresne;preservedSpecimen;
342;Sterechinus_diadema;(Studer 1876);Sterechinus Koehler 1901;Echinidae Gray 1825;Camarodonta Jackson 1912;64.850000;-49.766667;262;1974;MD03;De Ridder et al. 1992;Marion Dufresne;preservedSpecimen;
343;Sterechinus_diadema;(Studer 1876);Sterechinus Koehler 1901;Echinidae Gray 1825;Camarodonta Jackson 1912;64.966667;-49.800000;250;1974;MD03;De Ridder et al. 1992;Marion Dufresne;preservedSpecimen;
346;Sterechinus_diadema;(Studer 1876);Sterechinus Koehler 1901;Echinidae Gray 1825;Camarodonta Jackson 1912;68.116667;-47.700000;243;1974;MD03;De Ridder et al. 1992;Marion Dufresne;preservedSpecimen;
393;Sterechinus_diadema;(Studer 1876);Sterechinus Koehler 1901;Echinidae Gray 1825;Camarodonta Jackson 1912;69.816667;-50.183333;195;1974;MD03;De Ridder et al. 1992;Marion Dufresne;preservedSpecimen;
403;Sterechinus_diadema;(Studer 1876);Sterechinus Koehler 1901;Echinidae Gray 1825;Camarodonta Jackson 1912;70.033333;-49.983333;158;1974;MD03;De Ridder et al. 1992;Marion Dufresne;preservedSpecimen;
419;Sterechinus_diadema;(Studer 1876);Sterechinus Koehler 1901;Echinidae Gray 1825;Camarodonta Jackson 1912;70.783333;-49.550000;130;1974;MD03;De Ridder et al. 1992;Marion Dufresne;preservedSpecimen;
420;Sterechinus_diadema;(Studer 1876);Sterechinus Koehler 1901;Echinidae Gray 1825;Camarodonta Jackson 1912;70.851667;-48.975000;100;1974;MD03;De Ridder et al. 1992;Marion Dufresne;preservedSpecimen;
422;Sterechinus_diadema;(Studer 1876);Sterechinus Koehler 1901;Echinidae Gray 1825;Camarodonta Jackson 1912;70.916667;-48.500000;350;1974;MD03;De Ridder et al. 1992;Marion Dufresne;preservedSpecimen;
429;Sterechinus_diadema;(Studer 1876);Sterechinus Koehler 1901;Echinidae Gray 1825;Camarodonta Jackson 1912;73.700000;-52.966667;123;1974;MD03;De Ridder et al. 1992;Marion Dufresne;preservedSpecimen;
106;Aporocidaris_milleri;(A. Agassiz 1898);Aporocidaris A. Agassiz & Clark 1907;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;65.666667;-50.816667;3240;1974;MD03;De Ridder et al. 1992;Marion Dufresne;preservedSpecimen;
158;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;64.850000;-49.766667;262;1974;MD03;De Ridder et al. 1992;Marion Dufresne;preservedSpecimen;
159;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;64.966667;-49.800000;250;1974;MD03;De Ridder et al. 1992;Marion Dufresne;preservedSpecimen;
167;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;66.066667;-47.416667;585;1974;MD03;De Ridder et al. 1992;Marion Dufresne;preservedSpecimen;
228;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;69.816667;-50.183333;195;1974;MD03;De Ridder et al. 1992;Marion Dufresne;preservedSpecimen;
236;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;70.033333;-49.983333;158;1974;MD03;De Ridder et al. 1992;Marion Dufresne;preservedSpecimen;
265;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;70.750000;-49.516667;115;1974;MD03;De Ridder et al. 1992;Marion Dufresne;preservedSpecimen;
267;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;70.783333;-49.550000;130;1974;MD03;De Ridder et al. 1992;Marion Dufresne;preservedSpecimen;
271;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;70.851667;-48.975000;100;1974;MD03;De Ridder et al. 1992;Marion Dufresne;preservedSpecimen;
288;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;71.866667;-49.416667;635;1974;MD03;De Ridder et al. 1992;Marion Dufresne;preservedSpecimen;
299;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;75.633333;-52.216667;550;1974;MD03;De Ridder et al. 1992;Marion Dufresne;preservedSpecimen;
318;Pourtalesia_hispida;A. Agassiz 1879;Pourtalesia A. Agassiz 1869;Pourtalesiidae Loven 1883;Holasteroida Durham & Melville 1957;65.666667;-50.816667;3240;1974;MD03;De Ridder et al. 1992;Marion Dufresne;preservedSpecimen;
317;Plexechinus_sulcatus;David & Mooi 2000;Plexechinus A. Agassiz 1898;Plexechinidae Mooi & David 1996;Holasteroida Durham & Melville 1957;66.066667;-47.416667;585;1974;MD03;De Ridder et al. 1992;Marion Dufresne;preservedSpecimen;
1;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;66.066667;-47.416667;585;1974;MD03;De Ridder et al. 1992;Marion Dufresne;preservedSpecimen;
101;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;72.483333;-53.333333;255;1974;MD03;De Ridder et al. 1992;Marion Dufresne;preservedSpecimen;
103;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;73.633333;-52.990000;90;1974;MD03;De Ridder et al. 1992;Marion Dufresne;preservedSpecimen;
104;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;73.700000;-52.966667;123;1974;MD03;De Ridder et al. 1992;Marion Dufresne;preservedSpecimen;
105;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;75.633333;-52.216667;550;1974;MD03;De Ridder et al. 1992;Marion Dufresne;preservedSpecimen;
107;Brisaster_antarcticus;(Doderlein 1906);Brisaster Gray 1855;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;66.066667;-47.416667;585;1974;MD03;De Ridder et al. 1992;Marion Dufresne;preservedSpecimen;
109;Brisaster_antarcticus;(Doderlein 1906);Brisaster Gray 1855;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;68.116667;-47.700000;243;1974;MD03;De Ridder et al. 1992;Marion Dufresne;preservedSpecimen;
141;Brisaster_antarcticus;(Doderlein 1906);Brisaster Gray 1855;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;71.600000;-50.633333;565;1974;MD03;De Ridder et al. 1992;Marion Dufresne;preservedSpecimen;
144;Brisaster_antarcticus;(Doderlein 1906);Brisaster Gray 1855;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;71.866667;-49.416667;635;1974;MD03;De Ridder et al. 1992;Marion Dufresne;preservedSpecimen;
154;Brisaster_antarcticus;(Doderlein 1906);Brisaster Gray 1855;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;75.633333;-52.216667;550;1974;MD03;De Ridder et al. 1992;Marion Dufresne;preservedSpecimen;
314;Dermechinus_horridus;(A. Agassiz 1879);Dermechinus Mortensen 1942;Echinidae Gray 1825;Camarodonta Jackson 1912;72.000000;-51.100000;450;1985;SIBEX MD42;Pierrat et al. 2012;Marion Dufresne;preservedSpecimen;
425;Sterechinus_diadema;(Studer 1876);Sterechinus Koehler 1901;Echinidae Gray 1825;Camarodonta Jackson 1912;71.683333;-51.250000;285;1985;SIBEX MD42;Pierrat et al. 2012;Marion Dufresne;preservedSpecimen;
426;Sterechinus_diadema;(Studer 1876);Sterechinus Koehler 1901;Echinidae Gray 1825;Camarodonta Jackson 1912;72.000000;-51.100000;450;1985;SIBEX MD42;Pierrat et al. 2012;Marion Dufresne;preservedSpecimen;
428;Sterechinus_diadema;(Studer 1876);Sterechinus Koehler 1901;Echinidae Gray 1825;Camarodonta Jackson 1912;73.316667;-53.300000;250;1985;SIBEX MD42;Pierrat et al. 2012;Marion Dufresne;preservedSpecimen;
430;Sterechinus_diadema;(Studer 1876);Sterechinus Koehler 1901;Echinidae Gray 1825;Camarodonta Jackson 1912;74.066667;-53.183333;285;1985;SIBEX MD42;Pierrat et al. 2012;Marion Dufresne;preservedSpecimen;
431;Sterechinus_diadema;(Studer 1876);Sterechinus Koehler 1901;Echinidae Gray 1825;Camarodonta Jackson 1912;74.766667;-52.550000;385;1985;SIBEX MD42;Pierrat et al. 2012;Marion Dufresne;preservedSpecimen;
287;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;71.683333;-51.250000;285;1985;SIBEX MD42;Pierrat et al. 2012;Marion Dufresne;preservedSpecimen;
289;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;72.000000;-51.100000;450;1985;SIBEX MD42;Pierrat et al. 2012;Marion Dufresne;preservedSpecimen;
294;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;73.316667;-53.300000;250;1985;SIBEX MD42;Pierrat et al. 2012;Marion Dufresne;preservedSpecimen;
295;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;74.066667;-53.183333;285;1985;SIBEX MD42;Pierrat et al. 2012;Marion Dufresne;preservedSpecimen;
297;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;74.766667;-52.550000;385;1985;SIBEX MD42;Pierrat et al. 2012;Marion Dufresne;preservedSpecimen;
149;Brisaster_antarcticus;(Doderlein 1906);Brisaster Gray 1855;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;72.316667;-52.783333;600;1985;SIBEX MD42;Pierrat et al. 2012;Marion Dufresne;preservedSpecimen;
153;Brisaster_antarcticus;(Doderlein 1906);Brisaster Gray 1855;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;73.316667;-53.300000;250;1985;SIBEX MD42;Pierrat et al. 2012;Marion Dufresne;preservedSpecimen;
415;Sterechinus_diadema;(Studer 1876);Sterechinus Koehler 1901;Echinidae Gray 1825;Camarodonta Jackson 1912;70.500000;-49.500000;152;1972;Ker72;Guille 1977;Japonaise;preservedSpecimen;
235;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;70.000000;-49.416667;37;1972;Ker72;Guille 1977;Japonaise;preservedSpecimen;
250;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;70.500000;-49.500000;152;1972;Ker72;Guille 1977;Japonaise;preservedSpecimen;
79;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;70.150000;-49.400000;26;1972;Ker72;Guille 1977;Japonaise;preservedSpecimen;
95;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;70.500000;-49.500000;152;1972;Ker72;Guille 1977;Japonaise;preservedSpecimen;
169;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;67.000000;-49.000000;110;1874;Gazelle Expedition;Studer 1876;Gazelle;preservedSpecimen;
423;Sterechinus_diadema;(Studer 1876);Sterechinus Koehler 1901;Echinidae Gray 1825;Camarodonta Jackson 1912;71.000000;-49.000000;115;1901;Deutsche Sudpolar Expedition;Mortensen 1909;Gauss;preservedSpecimen;
65;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;69.823977;-49.342500;8;1901;Deutsche Sudpolar Expedition;Mortensen 1909;Gauss;preservedSpecimen;
280;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;71.116667;-49.150000;247;1962;Eltanin Expedition;Fell 1976;Eltanin;preservedSpecimen;
404;Sterechinus_diadema;(Studer 1876);Sterechinus Koehler 1901;Echinidae Gray 1825;Camarodonta Jackson 1912;70.050000;-49.000000;152;1929;BANZAR Expedition;Mortensen 1950;Discovery;preservedSpecimen;
416;Sterechinus_diadema;(Studer 1876);Sterechinus Koehler 1901;Echinidae Gray 1825;Camarodonta Jackson 1912;70.550000;-49.466667;65;1929;BANZAR Expedition;Mortensen 1950;Discovery;preservedSpecimen;
237;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;70.050000;-49.000000;152;1929;BANZAR Expedition;Mortensen 1950;Discovery;preservedSpecimen;
251;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;70.550000;-49.466667;65;1929;BANZAR Expedition;Mortensen 1950;Discovery;preservedSpecimen;
59;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;69.783130;-49.484140;5;1929;BANZAR Expedition;Mortensen 1950;Discovery;preservedSpecimen;
74;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;70.050000;-49.000000;152;1929;BANZAR Expedition;Mortensen 1950;Discovery;preservedSpecimen;
94;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;70.500000;-49.700000;11;1929;BANZAR Expedition;Mortensen 1950;Discovery;preservedSpecimen;
96;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;70.550000;-49.466667;65;1929;BANZAR Expedition;Mortensen 1950;Discovery;preservedSpecimen;
116;Brisaster_antarcticus;(Doderlein 1906);Brisaster Gray 1855;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;70.050000;-49.000000;152;1929;BANZAR Expedition;Mortensen 1950;Discovery;preservedSpecimen;
354;Sterechinus_diadema;(Studer 1876);Sterechinus Koehler 1901;Echinidae Gray 1825;Camarodonta Jackson 1912;69.038100;-48.935000;6;2013;PROTEKER;Feral et al. 2013;Curieuse;preservedSpecimen;
355;Sterechinus_diadema;(Studer 1876);Sterechinus Koehler 1901;Echinidae Gray 1825;Camarodonta Jackson 1912;69.123700;-48.679300;97;2013;PROTEKER;Feral et al. 2013;Curieuse;preservedSpecimen;
357;Sterechinus_diadema;(Studer 1876);Sterechinus Koehler 1901;Echinidae Gray 1825;Camarodonta Jackson 1912;69.149500;-49.494200;20;2013;PROTEKER;Feral et al. 2013;Curieuse;preservedSpecimen;
359;Sterechinus_diadema;(Studer 1876);Sterechinus Koehler 1901;Echinidae Gray 1825;Camarodonta Jackson 1912;69.160000;-49.491667;79;2013;PROTEKER;Feral et al. 2013;Curieuse;preservedSpecimen;
360;Sterechinus_diadema;(Studer 1876);Sterechinus Koehler 1901;Echinidae Gray 1825;Camarodonta Jackson 1912;69.164500;-49.492700;77;2013;PROTEKER;Feral et al. 2013;Curieuse;preservedSpecimen;
367;Sterechinus_diadema;(Studer 1876);Sterechinus Koehler 1901;Echinidae Gray 1825;Camarodonta Jackson 1912;69.239800;-49.599500;15;2013;PROTEKER;Feral et al. 2013;Curieuse;preservedSpecimen;
368;Sterechinus_diadema;(Studer 1876);Sterechinus Koehler 1901;Echinidae Gray 1825;Camarodonta Jackson 1912;69.239800;-49.599500;15;2013;PROTEKER;Feral et al. 2013;Curieuse;preservedSpecimen;
369;Sterechinus_diadema;(Studer 1876);Sterechinus Koehler 1901;Echinidae Gray 1825;Camarodonta Jackson 1912;69.243717;-49.599667;100;2013;PROTEKER;Feral et al. 2013;Curieuse;preservedSpecimen;
370;Sterechinus_diadema;(Studer 1876);Sterechinus Koehler 1901;Echinidae Gray 1825;Camarodonta Jackson 1912;69.246200;-49.602800;102;2013;PROTEKER;Feral et al. 2013;Curieuse;preservedSpecimen;
371;Sterechinus_diadema;(Studer 1876);Sterechinus Koehler 1901;Echinidae Gray 1825;Camarodonta Jackson 1912;69.248383;-49.608200;55;2013;PROTEKER;Feral et al. 2013;Curieuse;preservedSpecimen;
372;Sterechinus_diadema;(Studer 1876);Sterechinus Koehler 1901;Echinidae Gray 1825;Camarodonta Jackson 1912;69.250000;-49.610700;50;2013;PROTEKER;Feral et al. 2013;Curieuse;preservedSpecimen;
374;Sterechinus_diadema;(Studer 1876);Sterechinus Koehler 1901;Echinidae Gray 1825;Camarodonta Jackson 1912;69.356433;-48.937433;45;2013;PROTEKER;Feral et al. 2013;Curieuse;preservedSpecimen;
375;Sterechinus_diadema;(Studer 1876);Sterechinus Koehler 1901;Echinidae Gray 1825;Camarodonta Jackson 1912;69.390700;-48.925800;105;2013;PROTEKER;Feral et al. 2013;Curieuse;preservedSpecimen;
376;Sterechinus_diadema;(Studer 1876);Sterechinus Koehler 1901;Echinidae Gray 1825;Camarodonta Jackson 1912;69.633100;-49.085300;90;2013;PROTEKER;Feral et al. 2013;Curieuse;preservedSpecimen;
