id;scientific name;scientific name authorship;genus;family;order and higher taxonomic rank;decimal Longitude;decimal Latitude;depth;year;campaign;reference;vessel;basisOfRecord;
377;Sterechinus_diadema;(Studer 1876);Sterechinus Koehler 1901;Echinidae Gray 1825;Camarodonta Jackson 1912;69.633333;-49.085333;93;2013;PROTEKER;Feral et al. 2013;Curieuse;preservedSpecimen;
382;Sterechinus_diadema;(Studer 1876);Sterechinus Koehler 1901;Echinidae Gray 1825;Camarodonta Jackson 1912;69.709567;-49.576700;50;2013;PROTEKER;Feral et al. 2013;Curieuse;preservedSpecimen;
383;Sterechinus_diadema;(Studer 1876);Sterechinus Koehler 1901;Echinidae Gray 1825;Camarodonta Jackson 1912;69.711100;-49.289700;20;2013;PROTEKER;Feral et al. 2013;Curieuse;preservedSpecimen;
386;Sterechinus_diadema;(Studer 1876);Sterechinus Koehler 1901;Echinidae Gray 1825;Camarodonta Jackson 1912;69.713967;-49.558583;100;2013;PROTEKER;Feral et al. 2013;Curieuse;preservedSpecimen;
387;Sterechinus_diadema;(Studer 1876);Sterechinus Koehler 1901;Echinidae Gray 1825;Camarodonta Jackson 1912;69.722300;-49.558300;20;2013;PROTEKER;Feral et al. 2013;Curieuse;preservedSpecimen;
388;Sterechinus_diadema;(Studer 1876);Sterechinus Koehler 1901;Echinidae Gray 1825;Camarodonta Jackson 1912;69.730400;-49.283000;52;2013;PROTEKER;Feral et al. 2013;Curieuse;preservedSpecimen;
390;Sterechinus_diadema;(Studer 1876);Sterechinus Koehler 1901;Echinidae Gray 1825;Camarodonta Jackson 1912;69.759400;-49.254200;102;2013;PROTEKER;Feral et al. 2013;Curieuse;preservedSpecimen;
391;Sterechinus_diadema;(Studer 1876);Sterechinus Koehler 1901;Echinidae Gray 1825;Camarodonta Jackson 1912;69.763883;-49.255650;98;2013;PROTEKER;Feral et al. 2013;Curieuse;preservedSpecimen;
395;Sterechinus_diadema;(Studer 1876);Sterechinus Koehler 1901;Echinidae Gray 1825;Camarodonta Jackson 1912;69.938200;-49.394200;55;2013;PROTEKER;Feral et al. 2013;Curieuse;preservedSpecimen;
397;Sterechinus_diadema;(Studer 1876);Sterechinus Koehler 1901;Echinidae Gray 1825;Camarodonta Jackson 1912;69.941500;-49.387500;8;2013;PROTEKER;Feral et al. 2013;Curieuse;preservedSpecimen;
399;Sterechinus_diadema;(Studer 1876);Sterechinus Koehler 1901;Echinidae Gray 1825;Camarodonta Jackson 1912;69.977400;-49.383800;107;2013;PROTEKER;Feral et al. 2013;Curieuse;preservedSpecimen;
216;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;69.379800;-48.926900;53;2013;PROTEKER;Feral et al. 2013;Curieuse;preservedSpecimen;
219;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;69.123700;-48.679300;97;2013;PROTEKER;Feral et al. 2013;Curieuse;preservedSpecimen;
223;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;69.390700;-48.925800;105;2013;PROTEKER;Feral et al. 2013;Curieuse;preservedSpecimen;
224;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;69.711100;-49.289700;20;2013;PROTEKER;Feral et al. 2013;Curieuse;preservedSpecimen;
232;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;69.977400;-49.383800;107;2013;PROTEKER;Feral et al. 2013;Curieuse;preservedSpecimen;
238;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;70.146000;-49.507000;87;2013;PROTEKER;Feral et al. 2013;Curieuse;preservedSpecimen;
239;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;70.158200;-49.505600;59;2013;PROTEKER;Feral et al. 2013;Curieuse;preservedSpecimen;
241;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;70.158200;-49.505600;51;2013;PROTEKER;Feral et al. 2013;Curieuse;preservedSpecimen;
242;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;70.161300;-49.493000;15;2013;PROTEKER;Feral et al. 2013;Curieuse;preservedSpecimen;
13;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;69.123700;-48.679300;105;2013;PROTEKER;Feral et al. 2013;Curieuse;preservedSpecimen;
19;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;69.038100;-48.935000;6;2013;PROTEKER;Feral et al. 2013;Curieuse;preservedSpecimen;
22;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;69.064600;-48.687400;52;2013;PROTEKER;Feral et al. 2013;Curieuse;preservedSpecimen;
29;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;69.239800;-49.599500;15;2013;PROTEKER;Feral et al. 2013;Curieuse;preservedSpecimen;
30;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;69.246200;-49.602800;102;2013;PROTEKER;Feral et al. 2013;Curieuse;preservedSpecimen;
31;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;69.250000;-49.610700;50;2013;PROTEKER;Feral et al. 2013;Curieuse;preservedSpecimen;
39;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;69.379800;-48.926900;51;2013;PROTEKER;Feral et al. 2013;Curieuse;preservedSpecimen;
41;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;69.577800;-49.088300;8;2013;PROTEKER;Feral et al. 2013;Curieuse;preservedSpecimen;
42;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;69.599500;-49.092600;50;2013;PROTEKER;Feral et al. 2013;Curieuse;preservedSpecimen;
44;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;69.633100;-49.085300;90;2013;PROTEKER;Feral et al. 2013;Curieuse;preservedSpecimen;
52;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;69.695800;-49.284500;11;2013;PROTEKER;Feral et al. 2013;Curieuse;preservedSpecimen;
61;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;69.794200;-49.547000;2;2013;PROTEKER;Feral et al. 2013;Curieuse;preservedSpecimen;
76;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;70.146000;-49.507000;87;2013;PROTEKER;Feral et al. 2013;Curieuse;preservedSpecimen;
77;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;70.146000;-49.507000;88;2013;PROTEKER;Feral et al. 2013;Curieuse;preservedSpecimen;
78;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;70.158200;-49.505600;59;2013;PROTEKER;Feral et al. 2013;Curieuse;preservedSpecimen;
82;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;70.154697;-49.162427;48;2013;PROTEKER;Feral et al. 2013;Curieuse;preservedSpecimen;
83;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;70.158200;-49.505600;51;2013;PROTEKER;Feral et al. 2013;Curieuse;preservedSpecimen;
88;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;70.219100;-49.353700;5;2013;PROTEKER;Feral et al. 2013;Curieuse;preservedSpecimen;
384;Sterechinus_diadema;(Studer 1876);Sterechinus Koehler 1901;Echinidae Gray 1825;Camarodonta Jackson 1912;69.711100;-49.289700;30;2014;PROTEKER;Feral et al. 2014;Curieuse;preservedSpecimen;
385;Sterechinus_diadema;(Studer 1876);Sterechinus Koehler 1901;Echinidae Gray 1825;Camarodonta Jackson 1912;69.711100;-49.289700;30;2014;PROTEKER;Feral et al. 2014;Curieuse;preservedSpecimen;
401;Sterechinus_diadema;(Studer 1876);Sterechinus Koehler 1901;Echinidae Gray 1825;Camarodonta Jackson 1912;69.997400;-49.383800;139;2014;PROTEKER;Feral et al. 2014;Curieuse;preservedSpecimen;
402;Sterechinus_diadema;(Studer 1876);Sterechinus Koehler 1901;Echinidae Gray 1825;Camarodonta Jackson 1912;69.997400;-49.383800;139;2014;PROTEKER;Feral et al. 2014;Curieuse;preservedSpecimen;
225;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;69.711100;-49.289700;30;2014;PROTEKER;Feral et al. 2014;Curieuse;preservedSpecimen;
234;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;69.997400;-49.383800;105;2014;PROTEKER;Feral et al. 2014;Curieuse;preservedSpecimen;
85;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;70.186000;-49.383000;129;2014;PROTEKER;Feral et al. 2014;Curieuse;preservedSpecimen;
10;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;68.850000;-49.327000;4;1991;Benthos/mac;Poulin & Feral 1995;Curieuse;preservedSpecimen;
16;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;69.020000;-48.830000;10;1991;Benthos/mac;Poulin & Feral 1995;Curieuse;preservedSpecimen;
20;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;69.050000;-48.940000;4;1991;Benthos/mac;Poulin & Feral 1995;Curieuse;preservedSpecimen;
25;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;69.084778;-49.539690;1;1991;Benthos/mac;Poulin & Feral 1995;Curieuse;preservedSpecimen;
26;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;69.120000;-48.830000;3;1991;Benthos/mac;Poulin & Feral 1995;Curieuse;preservedSpecimen;
27;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;69.130000;-49.480000;15;1991;Benthos/mac;Poulin & Feral 1995;Curieuse;preservedSpecimen;
43;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;69.630000;-49.085000;15;1991;Benthos/mac;Poulin & Feral 1995;Curieuse;preservedSpecimen;
50;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;69.695000;-49.282000;10;1991;Benthos/mac;Poulin & Feral 1995;Curieuse;preservedSpecimen;
51;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;69.695000;-49.292000;2;1991;Benthos/mac;Poulin & Feral 1995;Curieuse;preservedSpecimen;
53;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;69.697000;-49.285000;2;1991;Benthos/mac;Poulin & Feral 1995;Curieuse;preservedSpecimen;
54;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;69.705000;-49.300000;6;1991;Benthos/mac;Poulin & Feral 1995;Curieuse;preservedSpecimen;
57;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;69.740000;-49.550000;2;1991;Benthos/mac;Poulin & Feral 1995;Curieuse;preservedSpecimen;
60;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;69.794200;-49.547000;1;1991;Benthos/mac;Poulin & Feral 1995;Curieuse;preservedSpecimen;
62;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;69.810000;-49.340000;3;1991;Benthos/mac;Poulin & Feral 1995;Curieuse;preservedSpecimen;
64;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;69.825000;-49.550000;2;1991;Benthos/mac;Poulin & Feral 1995;Curieuse;preservedSpecimen;
66;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;69.900000;-49.515000;10;1991;Benthos/mac;Poulin & Feral 1995;Curieuse;preservedSpecimen;
69;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;69.940000;-49.570000;20;1991;Benthos/mac;Poulin & Feral 1995;Curieuse;preservedSpecimen;
70;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;69.945000;-49.387000;1;1991;Benthos/mac;Poulin & Feral 1995;Curieuse;preservedSpecimen;
72;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;69.980000;-49.470000;5;1991;Benthos/mac;Poulin & Feral 1995;Curieuse;preservedSpecimen;
81;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;70.155000;-49.502000;15;1991;Benthos/mac;Poulin & Feral 1995;Curieuse;preservedSpecimen;
86;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;70.213188;-49.356034;8;1991;Benthos/mac;Poulin & Feral 1995;Curieuse;preservedSpecimen;
93;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;70.345000;-49.370000;3;1991;Benthos/mac;Poulin & Feral 1995;Curieuse;preservedSpecimen;
396;Sterechinus_diadema;(Studer 1876);Sterechinus Koehler 1901;Echinidae Gray 1825;Camarodonta Jackson 1912;69.938200;-49.394200;15;2015;PROTEKER;Saucede et al. 2015;Commerson;preservedSpecimen;
231;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;69.938200;-49.394200;15;2015;PROTEKER;Saucede et al. 2015;Commerson;preservedSpecimen;
243;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;70.161300;-49.493000;16;2015;PROTEKER;Saucede et al. 2015;Commerson;preservedSpecimen;
84;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;70.161300;-49.493000;12;2015;PROTEKER;Saucede et al. 2015;Commerson;preservedSpecimen;
87;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;70.218185;-49.352703;6;2015;PROTEKER;Saucede et al. 2015;Commerson;preservedSpecimen;
424;Sterechinus_diadema;(Studer 1876);Sterechinus Koehler 1901;Echinidae Gray 1825;Camarodonta Jackson 1912;71.366667;-52.066667;270;1872;Challenger Expedition;A. Agassiz 1879, 1881;Challenger;preservedSpecimen;
427;Sterechinus_diadema;(Studer 1876);Sterechinus Koehler 1901;Echinidae Gray 1825;Camarodonta Jackson 1912;72.500000;-53.100000;138;1872;Challenger Expedition;A. Agassiz 1879, 1881;Challenger;preservedSpecimen;
191;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;68.000000;-49.000000;155;1872;Challenger Expedition;A. Agassiz 1879, 1881;Challenger;preservedSpecimen;
246;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;70.333333;-49.666667;46;1872;Challenger Expedition;A. Agassiz 1879, 1881;Challenger;preservedSpecimen;
285;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;71.366667;-52.066667;270;1872;Challenger Expedition;A. Agassiz 1879, 1881;Challenger;preservedSpecimen;
293;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;72.500000;-53.100000;138;1872;Challenger Expedition;A. Agassiz 1879, 1881;Challenger;preservedSpecimen;
3;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;68.000000;-49.000000;155;1872;Challenger Expedition;A. Agassiz 1879, 1881;Challenger;preservedSpecimen;
102;Abatus_cordatus;(Verrill 1876);Abatus Troschel 1851;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;72.500000;-53.100000;138;1872;Challenger Expedition;A. Agassiz 1879, 1881;Challenger;preservedSpecimen;
108;Brisaster_antarcticus;(Doderlein 1906);Brisaster Gray 1855;Schizasteridae Lambert 1905;Spatangoida L. Agassiz 1840;68.000000;-49.000000;155;1872;Challenger Expedition;A. Agassiz 1879, 1881;Challenger;preservedSpecimen;
300;Dermechinus_horridus;(A. Agassiz 1879);Dermechinus Mortensen 1942;Echinidae Gray 1825;Camarodonta Jackson 1912;64.800000;-50.100000;489;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
301;Dermechinus_horridus;(A. Agassiz 1879);Dermechinus Mortensen 1942;Echinidae Gray 1825;Camarodonta Jackson 1912;64.800000;-49.783333;285;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
302;Dermechinus_horridus;(A. Agassiz 1879);Dermechinus Mortensen 1942;Echinidae Gray 1825;Camarodonta Jackson 1912;65.066667;-50.200000;439;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
303;Dermechinus_horridus;(A. Agassiz 1879);Dermechinus Mortensen 1942;Echinidae Gray 1825;Camarodonta Jackson 1912;65.600000;-50.016667;337;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
304;Dermechinus_horridus;(A. Agassiz 1879);Dermechinus Mortensen 1942;Echinidae Gray 1825;Camarodonta Jackson 1912;65.733333;-50.033333;365;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
305;Dermechinus_horridus;(A. Agassiz 1879);Dermechinus Mortensen 1942;Echinidae Gray 1825;Camarodonta Jackson 1912;67.100000;-48.900000;431;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
306;Dermechinus_horridus;(A. Agassiz 1879);Dermechinus Mortensen 1942;Echinidae Gray 1825;Camarodonta Jackson 1912;67.183333;-49.366667;613;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
307;Dermechinus_horridus;(A. Agassiz 1879);Dermechinus Mortensen 1942;Echinidae Gray 1825;Camarodonta Jackson 1912;69.650000;-50.650000;736;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
308;Dermechinus_horridus;(A. Agassiz 1879);Dermechinus Mortensen 1942;Echinidae Gray 1825;Camarodonta Jackson 1912;70.400000;-51.233333;411;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
309;Dermechinus_horridus;(A. Agassiz 1879);Dermechinus Mortensen 1942;Echinidae Gray 1825;Camarodonta Jackson 1912;70.650000;-51.316667;332;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
311;Dermechinus_horridus;(A. Agassiz 1879);Dermechinus Mortensen 1942;Echinidae Gray 1825;Camarodonta Jackson 1912;71.483333;-48.033333;524;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
312;Dermechinus_horridus;(A. Agassiz 1879);Dermechinus Mortensen 1942;Echinidae Gray 1825;Camarodonta Jackson 1912;71.583333;-47.883333;509;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
313;Dermechinus_horridus;(A. Agassiz 1879);Dermechinus Mortensen 1942;Echinidae Gray 1825;Camarodonta Jackson 1912;71.733333;-47.883333;529;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
327;Sterechinus_diadema;(Studer 1876);Sterechinus Koehler 1901;Echinidae Gray 1825;Camarodonta Jackson 1912;64.833333;-49.916667;303;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
328;Sterechinus_diadema;(Studer 1876);Sterechinus Koehler 1901;Echinidae Gray 1825;Camarodonta Jackson 1912;68.433333;-49.933333;170;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
329;Sterechinus_diadema;(Studer 1876);Sterechinus Koehler 1901;Echinidae Gray 1825;Camarodonta Jackson 1912;68.666667;-47.600000;217;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
330;Sterechinus_diadema;(Studer 1876);Sterechinus Koehler 1901;Echinidae Gray 1825;Camarodonta Jackson 1912;70.850000;-49.433333;119;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
331;Sterechinus_diadema;(Studer 1876);Sterechinus Koehler 1901;Echinidae Gray 1825;Camarodonta Jackson 1912;70.850000;-49.433333;119;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
332;Sterechinus_diadema;(Studer 1876);Sterechinus Koehler 1901;Echinidae Gray 1825;Camarodonta Jackson 1912;70.866667;-49.066667;106;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
333;Sterechinus_diadema;(Studer 1876);Sterechinus Koehler 1901;Echinidae Gray 1825;Camarodonta Jackson 1912;70.966667;-49.216667;123;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
334;Sterechinus_diadema;(Studer 1876);Sterechinus Koehler 1901;Echinidae Gray 1825;Camarodonta Jackson 1912;71.216667;-47.766667;216;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
156;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;64.716667;-49.900000;333;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
157;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;64.833333;-49.916667;303;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
160;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;65.050000;-49.800000;253;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
161;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;65.050000;-49.750000;363;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
162;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;65.116667;-49.983333;278;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
163;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;65.200000;-49.850000;249;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
164;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;65.200000;-49.850000;249;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
165;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;65.433333;-50.016667;369;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
166;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;65.433333;-50.016667;369;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
168;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;66.166667;-48.116667;820;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
170;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;67.100000;-48.900000;431;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
173;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;67.500000;-48.666667;211;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
174;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;67.500000;-48.666667;211;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
176;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;67.516667;-49.750000;399;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
178;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;67.583333;-49.100000;196;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
179;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;67.650000;-49.683333;237;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
180;Ctenocidaris_nutrix;(Thomson 1876);Ctenocidaris Mortensen 1910;Ctenocidarinae Mortensen 1928;Cidaroida Claus 1880;67.666667;-48.650000;188;2010;POKER II;Guillaumot et al. 2016;Austral;preservedSpecimen;
